lane,subdomain,context_id,target,standard_entropy,standard_mi_state,standard_mi_target,standard_fisher_trace,standard_rank,standard_qfi_trace,recoverability_defect,recoverability_alignment,compatibility_defect,compatibility_csr,tfcd,ambiguity_lid,ambiguity_index,is_real_data,rmse_bestfit,chi2_bestfit,nfw_rmse,burkert_rmse,p_nfw,p_burkert,verdict_good
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.00_k4,medium_summary,4.0,1.8354875281388916,0.12465597028668708,,16.0,,0.2952000000000001,0.16777216000000006,0.9320856348105601,0.06791436518943993,0.41611391999999997,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.00_k4,fine_micro_label,4.0,1.8354875281388916,0.0,,16.0,,0.5,0.0,1.0,0.0,0.5,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.00_k5,coarse_thermodynamic,5.0,1.931106070414407,0.45301438014218326,,32.0,,0.07680000000000003,0.72726784,0.765411964116001,0.23458803588399904,0.13636608,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.00_k5,medium_summary,5.0,1.931106070414407,0.1246559702866871,,32.0,,0.2952000000000001,0.1677721599999995,0.9354484084554007,0.06455159154459934,0.41611392000000025,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.00_k5,fine_micro_label,5.0,1.931106070414407,-6.406853007629838e-16,,32.0,,0.5000000000000001,0.0,1.0,0.0,0.5000000000000001,,,0,,,,,,,0
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.00_k6,coarse_thermodynamic,6.0,2.026724612689892,0.4530143801421822,,64.0,,0.0768,0.7272678399999994,0.7764795585420279,0.22352044145797212,0.13636608000000028,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.00_k6,medium_summary,6.0,2.026724612689892,0.12465597028668716,,64.0,,0.29519999999999996,0.16777215999999928,0.938493878494305,0.06150612150569502,0.41611392000000036,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.00_k6,fine_micro_label,6.0,2.026724612689892,0.09561854227550608,,64.0,,0.32000000000000023,0.1295999999999995,0.9528211471470709,0.047178852852929075,0.43520000000000025,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k1,coarse_thermodynamic,1.0,0.3562064785148966,0.11642906300454031,,2.0,,0.25000000000000006,0.3628959999999999,0.6731416466933483,0.3268583533066517,0.31855200000000006,,,0,,,,,,,0
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k1,medium_summary,1.0,0.3562064785148966,0.0,,2.0,,0.5,0.0,1.0,0.0,0.5,,,0,,,,,,,0
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k1,fine_micro_label,1.0,0.3562064785148966,0.0,,2.0,,0.5,0.0,1.0,0.0,0.5,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k2,coarse_thermodynamic,2.0000000000000004,0.7124129570297916,0.25767256243840203,,4.0,,0.15055199999999988,0.5267740272640002,0.638310112279967,0.361689887720033,0.23661298636799988,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k2,medium_summary,2.0000000000000004,0.7124129570297916,0.0,,4.0,,0.5,0.0,1.0,0.0,0.5,,,0,,,,,,,0
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k2,fine_micro_label,2.0000000000000004,0.7124129570297916,0.0,,4.0,,0.5,0.0,1.0,0.0,0.5,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k3,coarse_thermodynamic,3.0,0.9107838554441838,0.257672562438402,,8.0,,0.15055200000000002,0.5267740272640002,0.7170870334402923,0.28291296655970766,0.23661298636799988,,,0,,,,,,,0
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k3,medium_summary,3.0,0.9107838554441838,8.008566259537294e-17,,8.0,,0.5,0.0,0.9999999999999999,8.793048110884184e-17,0.5,,,0,,,,,,,0
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k3,fine_micro_label,3.0,0.9107838554441838,0.0,,8.0,,0.5000000000000001,0.0,1.0,0.0,0.5000000000000001,,,0,,,,,,,0
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k4,coarse_thermodynamic,4.0,1.1091547538585709,0.25767256243840203,,16.0,,0.15055199999999988,0.526774027264,0.7676856529334607,0.23231434706653933,0.236612986368,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k4,medium_summary,4.0,1.1091547538585709,0.05015457505052953,,16.0,,0.3689280000000001,0.06871947673599976,0.9547812648541154,0.04521873514588459,0.4656402616320001,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k4,fine_micro_label,4.0,1.1091547538585709,0.0,,16.0,,0.5,0.0,1.0,0.0,0.5,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k5,coarse_thermodynamic,5.0,1.1698420401263396,0.2576725624384023,,32.0,,0.1505519999999999,0.526774027264,0.7797373033280849,0.22026269667191511,0.23661298636799996,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k5,medium_summary,5.0,1.1698420401263396,0.05015457505052958,,32.0,,0.3689280000000002,0.06871947673599987,0.957127053627588,0.04287294637241198,0.46564026163200006,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k5,fine_micro_label,5.0,1.1698420401263396,0.0,,32.0,,0.5,0.0,1.0,0.0,0.5,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k6,coarse_thermodynamic,6.000000000000001,1.2305293263941233,0.2576725624384019,,64.0,,0.1505520000000002,0.5267740272640005,0.7906002263322958,0.2093997736677042,0.23661298636799974,,,0,,,,,,,0
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k6,medium_summary,6.000000000000001,1.2305293263941233,0.05015457505052956,,64.0,,0.3689280000000003,0.06871947673599987,0.959241463023478,0.04075853697652198,0.46564026163200006,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.10_k6,fine_micro_label,6.000000000000001,1.2305293263941233,0.060687286267764,,64.0,,0.3560000000000004,0.08294399999999924,0.9506819667227284,0.04931803327727162,0.4585280000000004,,,0,,,,,,,1
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.20_k1,coarse_thermodynamic,1.0,0.19190721677544093,0.06331893954676324,,2.0,,0.25000000000000006,0.3135039999999999,0.6700544116542761,0.3299455883457239,0.34324800000000005,,,0,,,,,,,0
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.20_k1,medium_summary,1.0,0.19190721677544093,0.0,,2.0,,0.5,0.0,1.0,0.0,0.5,,,0,,,,,,,0
blackhole_hawking_surrogate,restricted_radiation_channel,noise0.20_k1,fine_micro_label,1.0,0.19190721677544093,0.0,,2.0,,0.5,0.0,1.0,0.0,0.5,,,0,,,,,,,1
