formation_id,route,n,pre_m,post_m,pre_rank,post_rank,pre_exact,post_exact,pre_dls,post_dls,pre_alignment,post_alignment,new_structure_flag,recoverability_change,notes
form_2991,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.6,0.09367303,0.67886919,1,0,
form_2992,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.00818568,0.08470444,1,0,
form_2993,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.16860102,0.56147099,1,0,
form_2994,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.0,0.3988806,0.67816066,1,0,
form_2995,optimization_induced_structure,5,2,2,2,2,0,0,0.77777778,1.0,0.20943058,0.2459261,1,0,
form_2996,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.16500166,0.32239028,1,0,
form_2997,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.16715701,0.1984211,1,0,
form_2998,optimization_induced_structure,5,2,2,2,2,0,0,0.16666667,0.6,0.44291399,0.67510686,1,0,
form_2999,optimization_induced_structure,5,2,2,2,2,0,0,0.33333333,0.2,0.59381441,0.84958579,1,0,
form_3000,optimization_induced_structure,5,2,2,2,2,0,0,0.5,1.0,0.47728438,0.4849769,1,0,
form_3001,optimization_induced_structure,5,2,2,2,2,0,0,0.52941176,0.81818182,0.59353058,0.66666667,1,0,
form_3002,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.10653867,0.2962626,1,0,
form_3003,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.9,0.50200402,0.58397485,1,0,
form_3004,optimization_induced_structure,5,2,2,2,2,0,0,0.94444444,0.0,0.5187735,0.5503224,1,0,
form_3005,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.83333333,0.13020201,0.65414277,1,0,
form_3006,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.04001634,0.243477,1,0,
form_3007,optimization_induced_structure,5,2,2,2,2,0,0,0.0,0.0,0.38593452,0.71357937,1,0,
form_3008,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.01233093,0.12481005,1,0,
form_3009,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.21387762,0.21387762,0,0,
form_3010,optimization_induced_structure,5,2,2,2,2,0,0,0.92857143,1.0,0.6316058,0.76212131,1,0,
form_3011,optimization_induced_structure,5,2,2,2,2,0,0,0.85714286,0.85714286,0.5082378,0.5082378,0,0,
form_3012,optimization_induced_structure,5,2,2,2,2,0,0,0.66666667,1.0,0.10165845,0.38135952,1,0,
form_3013,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.6352029,0.6352029,0,0,
form_3014,optimization_induced_structure,5,2,2,2,2,0,0,0.38461538,0.38461538,0.77178227,0.77178227,0,0,
form_3015,optimization_induced_structure,5,2,2,2,2,0,0,0.5,0.9375,0.23281591,0.57182558,1,0,
form_3016,optimization_induced_structure,5,2,2,2,2,0,0,0.875,0.75,0.14365116,0.36754447,1,0,
form_3017,optimization_induced_structure,5,2,2,2,2,0,0,0.0,1.0,0.2,0.36754447,1,0,
form_3018,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.5,0.00550968,0.80169256,1,0,
form_3019,optimization_induced_structure,5,2,2,2,2,0,0,0.66666667,0.0,0.16794971,0.56182195,1,0,
form_3020,optimization_induced_structure,5,2,2,2,2,0,0,0.73333333,0.0,0.0513167,0.15484575,1,0,
form_3021,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.23205235,0.40085531,1,0,
form_3022,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.5883637,0.5883637,0,0,
form_3023,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.06630044,0.59308455,1,0,
form_3024,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.08080482,0.28460884,1,0,
form_3025,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.91666667,0.03216279,0.60522898,1,0,
form_3026,optimization_induced_structure,5,2,2,2,2,0,0,0.77777778,0.7,0.59688711,0.73431553,1,0,
form_3027,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.36620269,0.36620269,0,0,
form_3028,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.5,0.06679096,0.78501515,1,0,
form_3029,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.10754292,0.12039058,1,0,
